hotelID,keywords1,keywords2,keywords3
12145,noise,YO bottle of Jameson,
12176,snacks,water view,
40582,issue,mixed drink,
12942,hot tub minor ,margharita sweey,
18446,wife,way,
27645,key card,bill,
19330,elevator,soda,
24702,Clean rooms,Pool,
25590,weekend,hours tea coffee,
54013,YO bottle of Jameson,negative feelings,
4057,mixed drink,cold,
7935,wife,way,
11257,beds,elevator,
14101,soda,odor,
14454,force,Strong smell,
40153,noise,not well ,
41378,issue,disappointment All,
718,hours tea coffee,,
8422,Hospitality room,hot tub minor ,
12571,water view,wife,
15787,mixed drink,hot tub minor ,
17997,Pizza,wife,
18330,way,key card,
21050,bill,elevator,
43530,soda,,
50833,late service,not recommend,
68685, Great hotel. , loved it,
123483,snacks,water view,
17832,issue,mixed drink,
21663,hot tub minor ,Pizza,
9754,wife,way,
10778,key card,bill,
14408,elevator,soda,
25044,Clean rooms,Pool,
26043,weekend,hours tea coffee,
50078,YO bottle of Jameson,negative feelings,
129362,mixed drink,cold,
3787,wife,way,
12423,beds,elevator,
13707,soda,odor,
14881,force,Strong smell,
19291,noise,not well ,
120543,mixed drink,cold,
25192,wife,way,
1175,beds,elevator,
10277,soda,odor,
18376,force,Strong smell,
22243,noise,not well ,
72129,issue,disappointment All,
110086,hours tea coffee,,
4302,Hospitality room,hot tub minor ,
15645,water view,wife,
106600,mixed drink,hot tub minor ,
13499,Pizza,wife,
17739,way,key card,
24519,bill,elevator,
28399,soda,,
65860,late service,not recommend,
1705, Great hotel. , loved it,
10350,snacks,water view,
99782,issue,mixed drink,
3566,beer,,
7258,weekend,,
8951,bad beer,,
18380,nice perk,dam kids,
24345,Clean rooms,Pool,
39975,floor guests,good food hot,
56685,floor guests,negative feelings,
77583,noise,YO bottle of Jameson,
126571,snacks,water view,
1666,issue,mixed drink,
4514,hot tub minor ,margharita sweey,
17100,wife,way,
37170,key card,bill,
48627,elevator,soda,
56615,Clean rooms,Pool,
3259,weekend,hours tea coffee,
4044,YO bottle of Jameson,negative feelings,
18259,mixed drink,cold,
25289,wife,way,
40164,beds,elevator,
50131,soda,odor,
123347,force,Strong smell,
7360,noise,not well ,
16866,issue,disappointment All,
20133,hours tea coffee,,
34635,Hospitality room,hot tub minor ,
67974,water view,wife,
5395,mixed drink,hot tub minor ,
5424,Pizza,wife,
11395,way,key card,
17091,bill,elevator,
51063,soda,,
18669,late service,not recommend,
21957, Great hotel. , loved it,
34298,snacks,water view,
2817,issue,mixed drink,
23556,hot tub minor ,Pizza,
23644,wife,way,
1267,key card,bill,
1546,elevator,soda,
19443,Clean rooms,Pool,
26007,weekend,hours tea coffee,
42964,YO bottle of Jameson,negative feelings,
54940,mixed drink,cold,
64074,wife,way,
7196,beds,elevator,
12651,soda,odor,
16263,force,Strong smell,
47102,noise,not well ,
62955,mixed drink,cold,
123092,wife,way,
19534,beds,elevator,
11109,soda,odor,
11146,force,Strong smell,
16891,noise,not well ,
21807,issue,disappointment All,
24642,hours tea coffee,,
119418,Hospitality room,hot tub minor ,
11103,water view,wife,
49555,mixed drink,hot tub minor ,
5420,Pizza,wife,
6559,way,key card,
11341,bill,elevator,
19293,soda,,
25069,late service,not recommend,
40395, Great hotel. , loved it,
84767,snacks,water view,
5119,issue,mixed drink,
7310,beer,,
13097,weekend,,
24723,bad beer,,
43558,nice perk,dam kids,
43719,Clean rooms,Pool,
4464,floor guests,good food hot,
12546,floor guests,negative feelings,
19940,noise,YO bottle of Jameson,
75098,snacks,water view,
9946,issue,mixed drink,
21996,hot tub minor ,margharita sweey,
64193,wife,way,
41326,key card,bill,
70697,elevator,soda,
9496,Clean rooms,Pool,
14119,weekend,hours tea coffee,
27964,YO bottle of Jameson,negative feelings,
83134,mixed drink,cold,
3572,wife,way,
6623,beds,elevator,
13044,soda,odor,
18132,force,Strong smell,
41347,noise,not well ,
42609,issue,disappointment All,
65804,hours tea coffee,,
16128,Hospitality room,hot tub minor ,
36183,water view,wife,
58079,mixed drink,hot tub minor ,
123699,Pizza,wife,
309,way,key card,
43154,bill,elevator,
997,soda,,
8348,late service,not recommend,
17458, Great hotel. , loved it,
21890,snacks,water view,
24473,issue,mixed drink,
4480,hot tub minor ,Pizza,
2091,wife,way,
13511,key card,bill,
26190,elevator,soda,
2612,Clean rooms,Pool,
4484,weekend,hours tea coffee,
5622,YO bottle of Jameson,negative feelings,
14710,mixed drink,cold,
19191,wife,way,
24125,beds,elevator,
27624,soda,odor,
3714,force,Strong smell,
10930,noise,not well ,
27520,mixed drink,cold,
27912,wife,way,
38657,beds,elevator,
68166,soda,odor,
69483,force,Strong smell,
123459,noise,not well ,
2053,issue,disappointment All,
2179,hours tea coffee,,
43718,Hospitality room,hot tub minor ,
50408,water view,wife,
60050,mixed drink,hot tub minor ,
64368,Pizza,wife,
119536,way,key card,
13544,bill,elevator,
24836,soda,,
43115,late service,not recommend,
49558, Great hotel. , loved it,
53981,snacks,water view,
79464,issue,mixed drink,
124189,beer,,
4962,weekend,,
15566,bad beer,,
26011,nice perk,dam kids,
120694,Clean rooms,Pool,
25913,floor guests,good food hot,
51131,floor guests,negative feelings,
120090,noise,YO bottle of Jameson,
17500,snacks,water view,
11112,issue,mixed drink,
27626,hot tub minor ,margharita sweey,
28531,wife,way,
34653,key card,bill,
41082,elevator,soda,
43021,Clean rooms,Pool,
84566,weekend,hours tea coffee,
3723,YO bottle of Jameson,negative feelings,
15159,mixed drink,cold,
15882,wife,way,
39984,beds,elevator,
42968,soda,odor,
2353,force,Strong smell,
11885,noise,not well ,
27686,issue,disappointment All,
122859,hours tea coffee,,
13857,Hospitality room,hot tub minor ,
25760,water view,wife,
54717,mixed drink,hot tub minor ,
15455,Pizza,wife,
57585,way,key card,
820,bill,elevator,
6177,soda,,
11117,late service,not recommend,
21905, Great hotel. , loved it,
860,snacks,water view,
16376,issue,mixed drink,
21667,hot tub minor ,Pizza,
28173,wife,way,
28523,key card,bill,
40354,elevator,soda,
82274,Clean rooms,Pool,
2770,weekend,hours tea coffee,
6336,YO bottle of Jameson,negative feelings,
10906,mixed drink,cold,
19974,wife,way,
20863,beds,elevator,
41832,soda,odor,
53279,force,Strong smell,
12357,noise,not well ,
23721,mixed drink,cold,
10385,wife,way,
21446,beds,elevator,
21632,soda,odor,
84126,force,Strong smell,
63490,noise,not well ,
25095,issue,disappointment All,
15724,hours tea coffee,,
5016,Hospitality room,hot tub minor ,
8480,water view,wife,
11492,mixed drink,hot tub minor ,
13901,Pizza,wife,
114648,way,key card,
2348,bill,elevator,
7673,soda,,
7593,late service,not recommend,
12271, Great hotel. , loved it,
65919,snacks,water view,
79332,issue,mixed drink,
116440,beer,,
11684,weekend,,
27369,bad beer,,
27738,mixed drink,cold,
4419,wife,way,
18716,beds,elevator,
42630,soda,odor,
75297,force,Strong smell,
636,noise,not well ,
10110,mixed drink,cold,
20528,wife,way,
34767,beds,elevator,
117205,soda,odor,
119197,force,Strong smell,
6713,noise,not well ,
15390,issue,disappointment All,
24041,hours tea coffee,,
27540,Hospitality room,hot tub minor ,
41337,water view,wife,
3470,mixed drink,hot tub minor ,
4894,Pizza,wife,
11231,way,key card,
20891,bill,elevator,
24518,soda,,
28187,late service,not recommend,
47044, Great hotel. , loved it,
63036,snacks,water view,
112174,issue,mixed drink,
119134,beer,,
2281,weekend,,
2410,bad beer,,
3969,nice perk,dam kids,
12323,Clean rooms,Pool,
17474,floor guests,good food hot,
25292,floor guests,negative feelings,
26196,noise,YO bottle of Jameson,
1867,snacks,water view,
4401,issue,mixed drink,
16125,hot tub minor ,margharita sweey,
17296,wife,way,
19591,key card,bill,
62988,elevator,soda,
20485,Clean rooms,Pool,
6578,weekend,hours tea coffee,
8243,YO bottle of Jameson,negative feelings,
9456,mixed drink,cold,
9987,wife,way,
12950,beds,elevator,
18107,soda,odor,
80930,force,Strong smell,
1768,noise,not well ,
6604,issue,disappointment All,
20372,hours tea coffee,,
21281,Hospitality room,hot tub minor ,
22288,water view,wife,
25759,mixed drink,hot tub minor ,
25946,Pizza,wife,
28608,way,key card,
60664,bill,elevator,
14331,soda,,
14576,late service,not recommend,
16707, Great hotel. , loved it,
27883,snacks,water view,
6486,issue,mixed drink,
17364,hot tub minor ,Pizza,
20591,wife,way,
49766,key card,bill,
51136,elevator,soda,
6292,Clean rooms,Pool,
9212,weekend,hours tea coffee,
9749,YO bottle of Jameson,negative feelings,
17302,mixed drink,cold,
40305,wife,way,
20651,beds,elevator,
22935,soda,odor,
3310,force,Strong smell,
20339,noise,not well ,
21596,mixed drink,cold,
26337,wife,way,
8057,beds,elevator,
21081,soda,odor,
25100,force,Strong smell,
42906,noise,not well ,
63365,issue,disappointment All,
116598,hours tea coffee,,
50677,Hospitality room,hot tub minor ,
1988,water view,wife,
10087,mixed drink,hot tub minor ,
8134,Pizza,wife,
14912,way,key card,
15609,bill,elevator,
18410,soda,,
24092,late service,not recommend,
51169, Great hotel. , loved it,
117058,snacks,water view,
1491,issue,mixed drink,
1733,beer,,
1772,weekend,,
4759,bad beer,,
10195,nice perk,dam kids,
45006,Clean rooms,Pool,
64955,floor guests,good food hot,
116545,floor guests,negative feelings,
41988,noise,YO bottle of Jameson,
67964,snacks,water view,
20136,issue,mixed drink,
21443,hot tub minor ,margharita sweey,
108213,wife,way,
1731,key card,bill,
4983,elevator,soda,
5282,Clean rooms,Pool,
16962,weekend,hours tea coffee,
38693,YO bottle of Jameson,negative feelings,
41857,mixed drink,cold,
5269,wife,way,
15653,beds,elevator,
23165,soda,odor,
68719,force,Strong smell,
1542,noise,not well ,
24440,issue,disappointment All,
17645,hours tea coffee,,
3404,Hospitality room,hot tub minor ,
7688,water view,wife,
4928,mixed drink,hot tub minor ,
13870,Pizza,wife,
13959,way,key card,
14755,bill,elevator,
20810,soda,,
25093,late service,not recommend,
42826, Great hotel. , loved it,
49982,snacks,water view,
83713,issue,mixed drink,
3893,hot tub minor ,Pizza,
20197,wife,way,
21533,key card,bill,
68819,elevator,soda,
2319,Clean rooms,Pool,
5215,weekend,hours tea coffee,
9885,YO bottle of Jameson,negative feelings,
17211,mixed drink,cold,
18704,wife,way,
104201,beds,elevator,
4573,soda,odor,
27955,force,Strong smell,
52826,noise,not well ,
68199,mixed drink,cold,
410,wife,way,
16680,beds,elevator,
28261,soda,odor,
3703,force,Strong smell,
9574,noise,not well ,
70272,issue,disappointment All,
123810,hours tea coffee,,
6458,Hospitality room,hot tub minor ,
13842,water view,wife,
16709,mixed drink,hot tub minor ,
5002,Pizza,wife,
22494,way,key card,
23500,bill,elevator,
6016,soda,,
14582,late service,not recommend,
20180, Great hotel. , loved it,
26187,snacks,water view,
27733,issue,mixed drink,
7857,beer,,
41921,weekend,,
64961,bad beer,,
5827,nice perk,dam kids,
8560,Clean rooms,Pool,
15415,floor guests,good food hot,
19167,floor guests,negative feelings,
27665,noise,YO bottle of Jameson,
42073,snacks,water view,
53276,issue,mixed drink,
56013,hot tub minor ,margharita sweey,
126937,wife,way,
6969,key card,bill,
10844,elevator,soda,
12643,Clean rooms,Pool,
15518,weekend,hours tea coffee,
16764,YO bottle of Jameson,negative feelings,
73278,mixed drink,cold,
85222,wife,way,
8954,beds,elevator,
9551,soda,odor,
27108,force,Strong smell,
12064,noise,not well ,
23522,issue,disappointment All,
6659,hours tea coffee,,
14807,Hospitality room,hot tub minor ,
18706,water view,wife,
26982,mixed drink,hot tub minor ,
39768,Pizza,wife,
105276,way,key card,
20952,bill,elevator,
58332,soda,,
85040,late service,not recommend,
9812, Great hotel. , loved it,
12579,snacks,water view,
13443,issue,mixed drink,
19033,hot tub minor ,Pizza,
12218,wife,way,
27942,key card,bill,
46794,elevator,soda,
54845,Clean rooms,Pool,
46821,weekend,hours tea coffee,
9688,YO bottle of Jameson,negative feelings,
11296,mixed drink,cold,
12400,wife,way,
22576,beds,elevator,
23534,soda,odor,
41411,force,Strong smell,
47810,noise,not well ,
78234,mixed drink,cold,
104,wife,way,
18237,beds,elevator,
26365,soda,odor,
5286,force,Strong smell,
9589,noise,not well ,
10107,issue,disappointment All,
10763,hours tea coffee,,
21808,Hospitality room,hot tub minor ,
27699,water view,wife,
34420,mixed drink,hot tub minor ,
26087,Pizza,wife,
3235,way,key card,
3724,bill,elevator,
9831,soda,,
19157,late service,not recommend,
123801, Great hotel. , loved it,
1968,snacks,water view,
5156,issue,mixed drink,
13519,beer,,
42853,weekend,,
47054,bad beer,,
9480,nice perk,dam kids,
20857,Clean rooms,Pool,
24131,floor guests,good food hot,
42432,floor guests,negative feelings,
83133,noise,YO bottle of Jameson,
19303,snacks,water view,
6874,issue,mixed drink,
12427,hot tub minor ,margharita sweey,
21344,wife,way,
26006,key card,bill,
27192,elevator,soda,
46806,Clean rooms,Pool,
49959,weekend,hours tea coffee,
78276,YO bottle of Jameson,negative feelings,
114364,mixed drink,cold,
2088,wife,way,
12516,beds,elevator,
17447,soda,odor,
18933,force,Strong smell,
19790,noise,not well ,
20024,issue,disappointment All,
21226,hours tea coffee,,
25252,Hospitality room,hot tub minor ,
26159,water view,wife,
85431,mixed drink,hot tub minor ,
10191,Pizza,wife,
18963,way,key card,
34793,bill,elevator,
45510,soda,,
4115,late service,not recommend,
120587, Great hotel. , loved it,
19073,snacks,water view,
42425,issue,mixed drink,
3423,hot tub minor ,Pizza,
11150,wife,way,
10468,key card,bill,
13988,elevator,soda,
17611,Clean rooms,Pool,
23821,weekend,hours tea coffee,
140596,YO bottle of Jameson,negative feelings,
8767,mixed drink,cold,
18964,wife,way,
22545,beds,elevator,
9778,soda,odor,
16513,force,Strong smell,
24876,noise,not well ,
124447,mixed drink,cold,
16116,wife,way,
26048,beds,elevator,
3422,soda,odor,
1311,force,Strong smell,
1601,noise,not well ,
20187,issue,disappointment All,
28438,hours tea coffee,,
78997,Hospitality room,hot tub minor ,
4107,water view,wife,
5122,mixed drink,hot tub minor ,
15956,Pizza,wife,
25609,way,key card,
82965,bill,elevator,
120588,soda,,
123423,late service,not recommend,
675, Great hotel. , loved it,
3172,snacks,water view,
4772,issue,mixed drink,
7097,beer,,
7609,weekend,,
11999,bad beer,,
26792,nice perk,dam kids,
27809,Clean rooms,Pool,
44636,floor guests,good food hot,
16285,floor guests,negative feelings,
23019,noise,YO bottle of Jameson,
25201,snacks,water view,
1278,issue,mixed drink,
3559,hot tub minor ,margharita sweey,
5061,wife,way,
8024,key card,bill,
9849,elevator,soda,
20178,Clean rooms,Pool,
20879,weekend,hours tea coffee,
21708,YO bottle of Jameson,negative feelings,
34241,mixed drink,cold,
40645,wife,way,
7898,beds,elevator,
14411,soda,odor,
8408,force,Strong smell,
22290,noise,not well ,
24278,issue,disappointment All,
64884,hours tea coffee,,
8698,Hospitality room,hot tub minor ,
17742,water view,wife,
21302,mixed drink,hot tub minor ,
22876,Pizza,wife,
53314,way,key card,
84612,bill,elevator,
102477,soda,,
9972,late service,not recommend,
15207, Great hotel. , loved it,
15443,snacks,water view,
5610,issue,mixed drink,
23275,hot tub minor ,Pizza,
27830,wife,way,
116868,key card,bill,
14341,elevator,soda,
25176,Clean rooms,Pool,
18395,weekend,hours tea coffee,
12479,YO bottle of Jameson,negative feelings,
15251,mixed drink,cold,
40728,wife,way,
54172,beds,elevator,
3033,soda,odor,
6890,force,Strong smell,
11502,noise,not well ,
68293,mixed drink,cold,
79474,wife,way,
118700,beds,elevator,
1381,soda,odor,
2831,force,Strong smell,
7067,noise,not well ,
12794,issue,disappointment All,
13133,hours tea coffee,,
20880,Hospitality room,hot tub minor ,
51243,water view,wife,
84381,mixed drink,hot tub minor ,
12010,Pizza,wife,
19198,way,key card,
76748,bill,elevator,
6845,soda,,
48999,late service,not recommend,
64384, Great hotel. , loved it,
